,tissue_in_publication,cell_type,mean,std,min,25%,50%,75%,max,gene,iqr,upper,lower,compartment
7370,Liver,endothelial cell of hepatic sinusoid,0.3852039873600006,0.5720649361610413,0.0,0.0,0.0,0.9020732790231705,2.1897926330566406,GANAB,0.9020732790231705,2.1897926330566406,0.0,endothelial
7371,Lung,blood vessel endothelial cell,0.49449652433395386,0.4247240424156189,0.0,0.0,0.6261376142501831,0.7732190489768982,1.3055229187011719,GANAB,0.7732190489768982,1.3055229187011719,0.0,endothelial
7372,Lung,endothelial cell of lymphatic vessel,0.28972455859184265,0.6111316084861755,0.0,0.0,0.0,0.0,2.0853261947631836,GANAB,0.0,0.0,0.0,endothelial
7373,Lung,capillary endothelial cell,0.25501006841659546,0.5381162166595459,0.0,0.0,0.0,0.0,2.1903798580169678,GANAB,0.0,0.0,0.0,endothelial
7374,Lung,vein endothelial cell,0.2943960428237915,0.5072117447853088,0.0,0.0,0.0,0.647893488407135,1.8426896333694458,GANAB,0.647893488407135,1.6197337210178375,0.0,endothelial
7375,Lung,endothelial cell of artery,0.2027597576379776,0.4826820194721222,0.0,0.0,0.0,0.0,1.880548357963562,GANAB,0.0,0.0,0.0,endothelial
7376,Lung,lung microvascular endothelial cell,0.24746651947498322,0.4513646066188812,0.0,0.0,0.0,0.10847614705562592,1.7667858600616455,GANAB,0.10847614705562592,0.2711903676390648,0.0,endothelial
7377,Lymph_Node,endothelial cell,0.2963812053203583,0.44919905066490173,0.0,0.0,0.0,0.5896601229906082,1.8440324068069458,GANAB,0.5896601229906082,1.4741503074765205,0.0,endothelial
7378,Mammary,endothelial cell of lymphatic vessel,0.3465796113014221,0.611946165561676,0.0,0.0,0.0,0.5410072803497314,1.7426629066467285,GANAB,0.5410072803497314,1.3525182008743286,0.0,endothelial
7379,Mammary,vein endothelial cell,0.28778722882270813,0.44318416714668274,0.0,0.0,0.0,0.6182873845100403,1.6068828105926514,GANAB,0.6182873845100403,1.5457184612751007,0.0,endothelial
7380,Mammary,endothelial cell of artery,0.28726130723953247,0.487592875957489,0.0,0.0,0.0,0.5342098921537399,1.8122584819793701,GANAB,0.5342098921537399,1.3355247303843498,0.0,endothelial
7381,Muscle,endothelial cell of lymphatic vessel,0.227585569024086,0.4406018555164337,0.0,0.0,0.0,0.0,1.6094379425048828,GANAB,0.0,0.0,0.0,endothelial
7382,Muscle,endothelial cell of vascular tree,0.21658435463905334,0.386817991733551,0.0,0.0,0.0,0.43417251110076904,1.8575985431671143,GANAB,0.43417251110076904,1.0854312777519226,0.0,endothelial
7383,Muscle,capillary endothelial cell,0.2161310464143753,0.445747047662735,0.0,0.0,0.0,0.0,2.118739604949951,GANAB,0.0,0.0,0.0,endothelial
7384,Muscle,endothelial cell of artery,0.29324406385421753,0.46111392974853516,0.0,0.0,0.0,0.5894507020711899,1.9287092685699463,GANAB,0.5894507020711899,1.4736267551779747,0.0,endothelial
7385,Pancreas,endothelial cell,0.35261067748069763,0.4979541003704071,0.0,0.0,0.0,0.8023464679718018,2.2249579429626465,GANAB,0.8023464679718018,2.0058661699295044,0.0,endothelial
7386,Prostate,endothelial cell,0.3338894844055176,0.4945089817047119,0.0,0.0,0.0,0.7069681286811829,1.7981771230697632,GANAB,0.7069681286811829,1.7674203217029572,0.0,endothelial
7387,Salivary_Gland,endothelial cell,0.262162446975708,0.43513399362564087,0.0,0.0,0.0,0.5181746482849121,1.562799334526062,GANAB,0.5181746482849121,1.2954366207122803,0.0,endothelial
7388,Salivary_Gland,endothelial cell of lymphatic vessel,0.29921185970306396,0.45544055104255676,0.0,0.0,0.0,0.5892247408628464,2.1656785011291504,GANAB,0.5892247408628464,1.473061852157116,0.0,endothelial
7389,Skin,endothelial cell,0.30076006054878235,0.3918573260307312,0.0,0.0,0.0,0.6060885787010193,1.7085219621658325,GANAB,0.6060885787010193,1.5152214467525482,0.0,endothelial
7390,Small_Intestine,gut endothelial cell,0.23605743050575256,0.46416202187538147,0.0,0.0,0.0,0.0,1.6212211847305298,GANAB,0.0,0.0,0.0,endothelial
7391,Spleen,endothelial cell,0.4549431800842285,0.5152276158332825,0.0,0.0,0.2632836401462555,0.8501467108726501,2.2795140743255615,GANAB,0.8501467108726501,2.1253667771816254,0.0,endothelial
7392,Thymus,endothelial cell of lymphatic vessel,0.42404529452323914,0.5231595635414124,0.0,0.0,0.0,0.8642401099205017,2.1069772243499756,GANAB,0.8642401099205017,2.1069772243499756,0.0,endothelial
7393,Thymus,capillary endothelial cell,0.2993259131908417,0.5256572961807251,0.0,0.0,0.0,0.5551210045814514,2.1995983123779297,GANAB,0.5551210045814514,1.3878025114536285,0.0,endothelial
7394,Thymus,vein endothelial cell,0.28024721145629883,0.41297537088394165,0.0,0.0,0.0,0.5784915387630463,1.812329888343811,GANAB,0.5784915387630463,1.4462288469076157,0.0,endothelial
7395,Thymus,endothelial cell of artery,0.3028043210506439,0.4714905619621277,0.0,0.0,0.0,0.6370255500078201,2.151285171508789,GANAB,0.6370255500078201,1.5925638750195503,0.0,endothelial
7396,Tongue,endothelial cell of lymphatic vessel,0.3368482291698456,0.507828414440155,0.0,0.0,0.0,0.8030640780925751,1.4034875631332397,GANAB,0.8030640780925751,1.4034875631332397,0.0,endothelial
7397,Tongue,capillary endothelial cell,0.2710675895214081,0.4557505249977112,0.0,0.0,0.0,0.6202986836433411,1.5786943435668945,GANAB,0.6202986836433411,1.5507467091083527,0.0,endothelial
7398,Tongue,vein endothelial cell,0.40887850522994995,0.5065006613731384,0.0,0.0,0.0,0.7580488920211792,2.229387044906616,GANAB,0.7580488920211792,1.895122230052948,0.0,endothelial
7399,Tongue,endothelial cell of artery,0.2905162572860718,0.42949700355529785,0.0,0.0,0.0,0.5711724162101746,1.216483235359192,GANAB,0.5711724162101746,1.216483235359192,0.0,endothelial
7400,Trachea,endothelial cell,0.4063838720321655,0.4659092128276825,0.0,0.0,0.0,0.8238521814346313,2.0365922451019287,GANAB,0.8238521814346313,2.0365922451019287,0.0,endothelial
7401,Uterus,endothelial cell,0.24953025579452515,0.37877216935157776,0.0,0.0,0.0,0.4867128059267998,2.2363250255584717,GANAB,0.4867128059267998,1.2167820148169994,0.0,endothelial
7402,Uterus,endothelial cell of lymphatic vessel,0.5419567227363586,0.375273197889328,0.0,0.25635823607444763,0.558407723903656,0.8032268285751343,1.2594096660614014,GANAB,0.5468685925006866,1.2594096660614014,0.0,endothelial
7403,Vasculature,endothelial cell,0.3013119101524353,0.4323531985282898,0.0,0.0,0.0,0.6362888514995575,2.1420538425445557,GANAB,0.6362888514995575,1.5907221287488937,0.0,endothelial
7404,Vasculature,endothelial cell of lymphatic vessel,0.5114835500717163,0.5126095414161682,0.0,0.0,0.40011066198349,0.9195522964000702,1.5637940168380737,GANAB,0.9195522964000702,1.5637940168380737,0.0,endothelial
7405,Vasculature,endothelial cell of artery,0.4070505201816559,0.4572085738182068,0.0,0.0,0.303105890750885,0.7591612190008163,1.868018388748169,GANAB,0.7591612190008163,1.868018388748169,0.0,endothelial
7406,Bladder,endothelial cell of lymphatic vessel,0.04625120386481285,0.19205765426158905,0.0,0.0,0.0,0.0,1.2176547050476074,GANC,0.0,0.0,0.0,endothelial
7407,Bladder,capillary endothelial cell,0.04087846353650093,0.14354124665260315,0.0,0.0,0.0,0.0,0.955314576625824,GANC,0.0,0.0,0.0,endothelial
7408,Bladder,vein endothelial cell,0.04594116657972336,0.1737295240163803,0.0,0.0,0.0,0.0,1.2632176876068115,GANC,0.0,0.0,0.0,endothelial
7409,Eye,endothelial cell,0.11349394917488098,0.31462663412094116,0.0,0.0,0.0,0.0,1.5390126705169678,GANC,0.0,0.0,0.0,endothelial
7410,Eye,retinal blood vessel endothelial cell,0.04163655638694763,0.1646222472190857,0.0,0.0,0.0,0.0,1.2864348888397217,GANC,0.0,0.0,0.0,endothelial
7411,Fat,endothelial cell,0.07443022727966309,0.24261197447776794,0.0,0.0,0.0,0.0,1.961849570274353,GANC,0.0,0.0,0.0,endothelial
7412,Heart,cardiac endothelial cell,0.0519992858171463,0.23945946991443634,0.0,0.0,0.0,0.0,1.9490883350372314,GANC,0.0,0.0,0.0,endothelial
7413,Kidney,endothelial cell,0.10511244833469391,0.25860148668289185,0.0,0.0,0.0,0.0,1.0676020383834839,GANC,0.0,0.0,0.0,endothelial
7414,Large_Intestine,gut endothelial cell,0.11260172724723816,0.35886985063552856,0.0,0.0,0.0,0.0,1.4622478485107422,GANC,0.0,0.0,0.0,endothelial
7415,Liver,endothelial cell,0.08327502012252808,0.2722782492637634,0.0,0.0,0.0,0.0,1.5498100519180298,GANC,0.0,0.0,0.0,endothelial
7416,Liver,endothelial cell of hepatic sinusoid,0.050856687128543854,0.24005889892578125,0.0,0.0,0.0,0.0,1.5222017765045166,GANC,0.0,0.0,0.0,endothelial
7417,Lung,blood vessel endothelial cell,0.02493361197412014,0.08786460757255554,0.0,0.0,0.0,0.0,0.38992616534233093,GANC,0.0,0.0,0.0,endothelial
7418,Lung,endothelial cell of lymphatic vessel,0.07652158290147781,0.3201659321784973,0.0,0.0,0.0,0.0,1.4227744340896606,GANC,0.0,0.0,0.0,endothelial
7419,Lung,capillary endothelial cell,0.046448323875665665,0.2463880032300949,0.0,0.0,0.0,0.0,1.696230411529541,GANC,0.0,0.0,0.0,endothelial
7420,Lung,vein endothelial cell,0.05896734818816185,0.24584856629371643,0.0,0.0,0.0,0.0,1.526275396347046,GANC,0.0,0.0,0.0,endothelial
7421,Lung,endothelial cell of artery,0.08485662937164307,0.30997583270072937,0.0,0.0,0.0,0.0,1.5170416831970215,GANC,0.0,0.0,0.0,endothelial
7422,Lung,lung microvascular endothelial cell,0.06077674403786659,0.23930375277996063,0.0,0.0,0.0,0.0,1.6405497789382935,GANC,0.0,0.0,0.0,endothelial
7423,Lymph_Node,endothelial cell,0.08378326892852783,0.257688969373703,0.0,0.0,0.0,0.0,1.331592082977295,GANC,0.0,0.0,0.0,endothelial
7424,Mammary,endothelial cell of lymphatic vessel,0.0830790176987648,0.3257330358028412,0.0,0.0,0.0,0.0,1.5445700883865356,GANC,0.0,0.0,0.0,endothelial
7425,Mammary,vein endothelial cell,0.03670243173837662,0.16423125565052032,0.0,0.0,0.0,0.0,1.0610100030899048,GANC,0.0,0.0,0.0,endothelial
7426,Mammary,endothelial cell of artery,0.037307318300008774,0.19268646836280823,0.0,0.0,0.0,0.0,1.5046610832214355,GANC,0.0,0.0,0.0,endothelial
7427,Muscle,endothelial cell of lymphatic vessel,0.022167155519127846,0.13016827404499054,0.0,0.0,0.0,0.0,0.8812963962554932,GANC,0.0,0.0,0.0,endothelial
7428,Muscle,endothelial cell of vascular tree,0.02995023876428604,0.15936316549777985,0.0,0.0,0.0,0.0,1.628919005393982,GANC,0.0,0.0,0.0,endothelial
7429,Muscle,capillary endothelial cell,0.044159505516290665,0.21322305500507355,0.0,0.0,0.0,0.0,1.5035719871520996,GANC,0.0,0.0,0.0,endothelial
7430,Muscle,endothelial cell of artery,0.06779011338949203,0.23246291279792786,0.0,0.0,0.0,0.0,1.319815754890442,GANC,0.0,0.0,0.0,endothelial
7431,Pancreas,endothelial cell,0.05463096499443054,0.22642144560813904,0.0,0.0,0.0,0.0,1.7756918668746948,GANC,0.0,0.0,0.0,endothelial
7432,Prostate,endothelial cell,0.04940413683652878,0.22021953761577606,0.0,0.0,0.0,0.0,1.804794192314148,GANC,0.0,0.0,0.0,endothelial
7433,Salivary_Gland,endothelial cell,0.058138731867074966,0.2286781519651413,0.0,0.0,0.0,0.0,1.5930026769638062,GANC,0.0,0.0,0.0,endothelial
7434,Salivary_Gland,endothelial cell of lymphatic vessel,0.04060494154691696,0.17310340702533722,0.0,0.0,0.0,0.0,1.3027845621109009,GANC,0.0,0.0,0.0,endothelial
7435,Skin,endothelial cell,0.017989354208111763,0.11021482199430466,0.0,0.0,0.0,0.0,1.469421625137329,GANC,0.0,0.0,0.0,endothelial
7436,Small_Intestine,gut endothelial cell,0.020714282989501953,0.13740305602550507,0.0,0.0,0.0,0.0,0.9114284515380859,GANC,0.0,0.0,0.0,endothelial
7437,Spleen,endothelial cell,0.11555280536413193,0.2911313474178314,0.0,0.0,0.0,0.0,1.4997754096984863,GANC,0.0,0.0,0.0,endothelial
7438,Thymus,endothelial cell of lymphatic vessel,0.10102351754903793,0.29051923751831055,0.0,0.0,0.0,0.0,1.4663370847702026,GANC,0.0,0.0,0.0,endothelial
7439,Thymus,capillary endothelial cell,0.08567626774311066,0.3042190968990326,0.0,0.0,0.0,0.0,2.0943267345428467,GANC,0.0,0.0,0.0,endothelial
7440,Thymus,vein endothelial cell,0.06209290772676468,0.21573814749717712,0.0,0.0,0.0,0.0,2.1618940830230713,GANC,0.0,0.0,0.0,endothelial
7441,Thymus,endothelial cell of artery,0.07603593170642853,0.24365201592445374,0.0,0.0,0.0,0.0,1.670707106590271,GANC,0.0,0.0,0.0,endothelial
7442,Tongue,endothelial cell of lymphatic vessel,0.07166558504104614,0.2766478359699249,0.0,0.0,0.0,0.0,1.4034875631332397,GANC,0.0,0.0,0.0,endothelial
7443,Tongue,capillary endothelial cell,0.02134183794260025,0.13373221457004547,0.0,0.0,0.0,0.0,1.1257297992706299,GANC,0.0,0.0,0.0,endothelial
7444,Tongue,vein endothelial cell,0.06064549833536148,0.22368623316287994,0.0,0.0,0.0,0.0,1.595818281173706,GANC,0.0,0.0,0.0,endothelial
7445,Tongue,endothelial cell of artery,0.14283163845539093,0.44968491792678833,0.0,0.0,0.0,0.0,1.983700156211853,GANC,0.0,0.0,0.0,endothelial
7446,Trachea,endothelial cell,0.0576406791806221,0.22658488154411316,0.0,0.0,0.0,0.0,1.433137059211731,GANC,0.0,0.0,0.0,endothelial
7447,Uterus,endothelial cell,0.038739971816539764,0.1636427938938141,0.0,0.0,0.0,0.0,1.498155117034912,GANC,0.0,0.0,0.0,endothelial
7448,Uterus,endothelial cell of lymphatic vessel,0.042622845619916916,0.1343860626220703,0.0,0.0,0.0,0.0,0.7810262441635132,GANC,0.0,0.0,0.0,endothelial
7449,Vasculature,endothelial cell,0.06124715507030487,0.21273645758628845,0.0,0.0,0.0,0.0,1.4665935039520264,GANC,0.0,0.0,0.0,endothelial
7450,Vasculature,endothelial cell of lymphatic vessel,0.13943541049957275,0.32404935359954834,0.0,0.0,0.0,0.0,1.3595283031463623,GANC,0.0,0.0,0.0,endothelial
7451,Vasculature,endothelial cell of artery,0.11245671659708023,0.2684253454208374,0.0,0.0,0.0,0.0,1.279462456703186,GANC,0.0,0.0,0.0,endothelial
7452,Bladder,endothelial cell of lymphatic vessel,0.01575249619781971,0.09684593975543976,0.0,0.0,0.0,0.0,0.6886280179023743,GBA,0.0,0.0,0.0,endothelial
7453,Bladder,capillary endothelial cell,0.03193594142794609,0.1474180668592453,0.0,0.0,0.0,0.0,0.8474502563476562,GBA,0.0,0.0,0.0,endothelial
7454,Bladder,vein endothelial cell,0.019009726122021675,0.1154978796839714,0.0,0.0,0.0,0.0,1.236573338508606,GBA,0.0,0.0,0.0,endothelial
7455,Eye,endothelial cell,0.011731650680303574,0.08295126259326935,0.0,0.0,0.0,0.0,0.5934602618217468,GBA,0.0,0.0,0.0,endothelial
7456,Eye,retinal blood vessel endothelial cell,0.008971568197011948,0.08000773191452026,0.0,0.0,0.0,0.0,0.9406976103782654,GBA,0.0,0.0,0.0,endothelial
7457,Fat,endothelial cell,0.014031721279025078,0.1018388420343399,0.0,0.0,0.0,0.0,1.7333942651748657,GBA,0.0,0.0,0.0,endothelial
7458,Heart,cardiac endothelial cell,0.008843776769936085,0.09999913722276688,0.0,0.0,0.0,0.0,1.5886465311050415,GBA,0.0,0.0,0.0,endothelial
7459,Kidney,endothelial cell,0.012217329815030098,0.0838959589600563,0.0,0.0,0.0,0.0,0.613888144493103,GBA,0.0,0.0,0.0,endothelial
7460,Large_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBA,0.0,0.0,0.0,endothelial
7461,Liver,endothelial cell,0.04334944114089012,0.22877401113510132,0.0,0.0,0.0,0.0,1.4914482831954956,GBA,0.0,0.0,0.0,endothelial
7462,Liver,endothelial cell of hepatic sinusoid,0.016533643007278442,0.12222375720739365,0.0,0.0,0.0,0.0,1.3076837062835693,GBA,0.0,0.0,0.0,endothelial
7463,Lung,blood vessel endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBA,0.0,0.0,0.0,endothelial
7464,Lung,endothelial cell of lymphatic vessel,0.08757183700799942,0.36624571681022644,0.0,0.0,0.0,0.0,1.603068470954895,GBA,0.0,0.0,0.0,endothelial
7465,Lung,capillary endothelial cell,0.010181154124438763,0.1141764298081398,0.0,0.0,0.0,0.0,1.5521525144577026,GBA,0.0,0.0,0.0,endothelial
7466,Lung,vein endothelial cell,0.008619768545031548,0.09716519713401794,0.0,0.0,0.0,0.0,1.4319231510162354,GBA,0.0,0.0,0.0,endothelial
7467,Lung,endothelial cell of artery,0.015274208970367908,0.11900416761636734,0.0,0.0,0.0,0.0,1.207202434539795,GBA,0.0,0.0,0.0,endothelial
7468,Lung,lung microvascular endothelial cell,0.012440193444490433,0.10479196906089783,0.0,0.0,0.0,0.0,1.099947452545166,GBA,0.0,0.0,0.0,endothelial
7469,Lymph_Node,endothelial cell,0.04961542412638664,0.17998816072940826,0.0,0.0,0.0,0.0,0.949157178401947,GBA,0.0,0.0,0.0,endothelial
7470,Mammary,endothelial cell of lymphatic vessel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBA,0.0,0.0,0.0,endothelial
7471,Mammary,vein endothelial cell,0.005780682433396578,0.052867960184812546,0.0,0.0,0.0,0.0,0.5273264646530151,GBA,0.0,0.0,0.0,endothelial
7472,Mammary,endothelial cell of artery,0.008339920081198215,0.07390150427818298,0.0,0.0,0.0,0.0,0.6702131628990173,GBA,0.0,0.0,0.0,endothelial
7473,Muscle,endothelial cell of lymphatic vessel,0.03611832112073898,0.21847239136695862,0.0,0.0,0.0,0.0,1.595818281173706,GBA,0.0,0.0,0.0,endothelial
7474,Muscle,endothelial cell of vascular tree,0.005675116553902626,0.062100134789943695,0.0,0.0,0.0,0.0,1.066601276397705,GBA,0.0,0.0,0.0,endothelial
7475,Muscle,capillary endothelial cell,0.012173859402537346,0.11309991776943207,0.0,0.0,0.0,0.0,1.3756643533706665,GBA,0.0,0.0,0.0,endothelial
7476,Muscle,endothelial cell of artery,0.013917139731347561,0.11331799626350403,0.0,0.0,0.0,0.0,1.0546281337738037,GBA,0.0,0.0,0.0,endothelial
7477,Pancreas,endothelial cell,0.020272929221391678,0.13402855396270752,0.0,0.0,0.0,0.0,1.411176085472107,GBA,0.0,0.0,0.0,endothelial
7478,Prostate,endothelial cell,0.01203126274049282,0.11308067291975021,0.0,0.0,0.0,0.0,1.36601722240448,GBA,0.0,0.0,0.0,endothelial
7479,Salivary_Gland,endothelial cell,0.010220278985798359,0.08700629323720932,0.0,0.0,0.0,0.0,0.8944223523139954,GBA,0.0,0.0,0.0,endothelial
7480,Salivary_Gland,endothelial cell of lymphatic vessel,0.025300834327936172,0.13925229012966156,0.0,0.0,0.0,0.0,1.3588833808898926,GBA,0.0,0.0,0.0,endothelial
7481,Skin,endothelial cell,0.0068809050135314465,0.06430043280124664,0.0,0.0,0.0,0.0,0.8571706414222717,GBA,0.0,0.0,0.0,endothelial
7482,Small_Intestine,gut endothelial cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GBA,0.0,0.0,0.0,endothelial
7483,Spleen,endothelial cell,0.014665050432085991,0.10807865858078003,0.0,0.0,0.0,0.0,1.3158098459243774,GBA,0.0,0.0,0.0,endothelial
7484,Thymus,endothelial cell of lymphatic vessel,0.10528884083032608,0.30475297570228577,0.0,0.0,0.0,0.0,1.7801871299743652,GBA,0.0,0.0,0.0,endothelial
7485,Thymus,capillary endothelial cell,0.022941745817661285,0.15436939895153046,0.0,0.0,0.0,0.0,1.5068445205688477,GBA,0.0,0.0,0.0,endothelial
7486,Thymus,vein endothelial cell,0.04185708984732628,0.1779208928346634,0.0,0.0,0.0,0.0,1.6108795404434204,GBA,0.0,0.0,0.0,endothelial
7487,Thymus,endothelial cell of artery,0.03451840952038765,0.18603123724460602,0.0,0.0,0.0,0.0,1.6143358945846558,GBA,0.0,0.0,0.0,endothelial
7488,Tongue,endothelial cell of lymphatic vessel,0.037379298359155655,0.17442986369132996,0.0,0.0,0.0,0.0,0.955708384513855,GBA,0.0,0.0,0.0,endothelial
7489,Tongue,capillary endothelial cell,0.007666786201298237,0.07666785269975662,0.0,0.0,0.0,0.0,0.7666786313056946,GBA,0.0,0.0,0.0,endothelial
7490,Tongue,vein endothelial cell,0.013871767558157444,0.08532602339982986,0.0,0.0,0.0,0.0,0.766616940498352,GBA,0.0,0.0,0.0,endothelial
7491,Tongue,endothelial cell of artery,0.011338719166815281,0.07081028074026108,0.0,0.0,0.0,0.0,0.44221004843711853,GBA,0.0,0.0,0.0,endothelial
7492,Trachea,endothelial cell,0.03042374737560749,0.15501531958580017,0.0,0.0,0.0,0.0,1.2707278728485107,GBA,0.0,0.0,0.0,endothelial
7493,Uterus,endothelial cell,0.005708958022296429,0.056690752506256104,0.0,0.0,0.0,0.0,0.9204205274581909,GBA,0.0,0.0,0.0,endothelial
7494,Uterus,endothelial cell of lymphatic vessel,0.02536584436893463,0.0953635573387146,0.0,0.0,0.0,0.0,0.5785516500473022,GBA,0.0,0.0,0.0,endothelial
7495,Vasculature,endothelial cell,0.024669652804732323,0.1414700597524643,0.0,0.0,0.0,0.0,1.5271215438842773,GBA,0.0,0.0,0.0,endothelial
7496,Vasculature,endothelial cell of lymphatic vessel,0.04972871392965317,0.23213262856006622,0.0,0.0,0.0,0.0,1.2206783294677734,GBA,0.0,0.0,0.0,endothelial
7497,Vasculature,endothelial cell of artery,0.008666212670505047,0.0686342865228653,0.0,0.0,0.0,0.0,0.7164876461029053,GBA,0.0,0.0,0.0,endothelial
7498,Bladder,endothelial cell of lymphatic vessel,0.08380942046642303,0.2254502773284912,0.0,0.0,0.0,0.0,1.0768296718597412,GBA2,0.0,0.0,0.0,endothelial
7499,Bladder,capillary endothelial cell,0.14343957602977753,0.27262720465660095,0.0,0.0,0.0,0.183010071516037,1.4023311138153076,GBA2,0.183010071516037,0.45752517879009247,0.0,endothelial
7500,Bladder,vein endothelial cell,0.08124644309282303,0.2400079369544983,0.0,0.0,0.0,0.0,1.345499038696289,GBA2,0.0,0.0,0.0,endothelial
7501,Eye,endothelial cell,0.154733806848526,0.36017587780952454,0.0,0.0,0.0,0.0,1.4062721729278564,GBA2,0.0,0.0,0.0,endothelial
7502,Eye,retinal blood vessel endothelial cell,0.11122942715883255,0.26014459133148193,0.0,0.0,0.0,0.0,1.3778787851333618,GBA2,0.0,0.0,0.0,endothelial
7503,Fat,endothelial cell,0.09542632102966309,0.2673908472061157,0.0,0.0,0.0,0.0,2.008802890777588,GBA2,0.0,0.0,0.0,endothelial
7504,Heart,cardiac endothelial cell,0.12870419025421143,0.3704393208026886,0.0,0.0,0.0,0.0,2.099337100982666,GBA2,0.0,0.0,0.0,endothelial
7505,Kidney,endothelial cell,0.26702404022216797,0.36513063311576843,0.0,0.0,0.0,0.5688502192497253,1.31351900100708,GBA2,0.5688502192497253,1.31351900100708,0.0,endothelial
7506,Large_Intestine,gut endothelial cell,0.09506822377443314,0.3167441189289093,0.0,0.0,0.0,0.0,1.4491405487060547,GBA2,0.0,0.0,0.0,endothelial
7507,Liver,endothelial cell,0.10839641839265823,0.32678234577178955,0.0,0.0,0.0,0.0,1.5947219133377075,GBA2,0.0,0.0,0.0,endothelial
7508,Liver,endothelial cell of hepatic sinusoid,0.15126937627792358,0.389458566904068,0.0,0.0,0.0,0.0,1.980642318725586,GBA2,0.0,0.0,0.0,endothelial
7509,Lung,blood vessel endothelial cell,0.10551300644874573,0.26930248737335205,0.0,0.0,0.0,0.0,1.0515896081924438,GBA2,0.0,0.0,0.0,endothelial
7510,Lung,endothelial cell of lymphatic vessel,0.21412375569343567,0.495138943195343,0.0,0.0,0.0,0.0,1.7072274684906006,GBA2,0.0,0.0,0.0,endothelial
7511,Lung,capillary endothelial cell,0.11461193114519119,0.37824562191963196,0.0,0.0,0.0,0.0,2.253681182861328,GBA2,0.0,0.0,0.0,endothelial
7512,Lung,vein endothelial cell,0.08415869623422623,0.2984201908111572,0.0,0.0,0.0,0.0,1.494926929473877,GBA2,0.0,0.0,0.0,endothelial
7513,Lung,endothelial cell of artery,0.11428682506084442,0.3552247881889343,0.0,0.0,0.0,0.0,1.5170416831970215,GBA2,0.0,0.0,0.0,endothelial
7514,Lung,lung microvascular endothelial cell,0.0378507599234581,0.1915016770362854,0.0,0.0,0.0,0.0,1.4635229110717773,GBA2,0.0,0.0,0.0,endothelial
7515,Lymph_Node,endothelial cell,0.1481942981481552,0.35990211367607117,0.0,0.0,0.0,0.0,1.8760877847671509,GBA2,0.0,0.0,0.0,endothelial
7516,Mammary,endothelial cell of lymphatic vessel,0.24113187193870544,0.5141708850860596,0.0,0.0,0.0,0.0,1.7426629066467285,GBA2,0.0,0.0,0.0,endothelial
7517,Mammary,vein endothelial cell,0.11241409927606583,0.30494868755340576,0.0,0.0,0.0,0.0,1.791342854499817,GBA2,0.0,0.0,0.0,endothelial
